N,seconds
303000,0.073422
304000,0.074330
305000,0.128554
306000,0.078220
307000,0.084975
308000,0.077739
309000,0.080906
310000,0.124078
311000,0.115567
312000,0.112106
313000,0.128767
314000,0.107911
315000,0.100555
316000,0.089376
317000,0.110488
318000,0.105373
319000,0.085629
320000,0.124442
321000,0.163947
322000,0.130849
323000,0.134050
324000,0.183744
325000,0.221341
326000,0.189959
327000,0.186893
328000,0.214917
329000,0.168981
330000,0.178678
331000,0.166992
332000,0.103028
333000,0.194586
334000,0.147228
335000,0.108762
336000,0.099914
337000,0.177929
338000,0.192512
339000,0.189228
340000,0.225392
341000,0.114983
342000,0.118587
343000,0.099776
344000,0.146596
345000,0.199507
346000,0.139915
347000,0.112031
348000,0.126221
349000,0.107970
350000,0.160806
351000,0.167435
352000,0.093858
353000,0.096930
354000,0.166787
355000,0.126496
356000,0.111708
357000,0.106801
358000,0.109895
359000,0.098493
360000,0.095680
361000,0.108440
362000,0.129277
363000,0.120670
364000,0.108484
365000,0.091243
366000,0.101391
367000,0.158953
368000,0.133432
369000,0.110675
370000,0.097465
371000,0.151910
372000,0.151617
373000,0.112021
374000,0.099029
375000,0.145203
376000,0.177966
377000,0.137989
378000,0.137488
379000,0.173413
380000,0.299900
381000,0.258115
382000,0.208340
383000,0.253816
384000,0.155175
385000,0.248074
386000,0.125904
387000,0.098869
388000,0.110466
389000,0.103593
390000,0.124218
391000,0.136448
392000,0.122596
393000,0.119975
394000,0.233233
395000,0.196707
396000,0.151998
397000,0.153662
398000,0.124740
399000,0.221359
400000,0.168603
401000,0.110131
402000,0.169159
403000,0.126872
404000,0.131607
405000,0.146415
406000,0.159927
407000,0.127939
408000,0.108105
409000,0.112135
410000,0.239431
411000,0.152836
412000,0.113153
413000,0.112565
414000,0.128948
415000,0.194461
416000,0.161066
417000,0.155463
418000,0.177388
419000,0.170809
420000,0.129476
421000,0.211280
422000,0.154301
423000,0.165122
424000,0.188745
425000,0.114517
426000,0.201215
427000,0.123931
428000,0.114358
429000,0.111293
430000,0.127082
431000,0.143121
432000,0.149902
433000,0.210839
434000,0.187444
435000,0.171838
436000,0.136655
437000,0.119013
438000,0.120280
439000,0.132762
440000,0.131144
441000,0.116877
442000,0.146484
443000,0.142710
444000,0.187453
445000,0.130218
446000,0.119819
447000,0.210177
448000,0.129145
449000,0.179830
450000,0.121614
451000,0.124852
452000,0.146418
453000,0.147426
454000,0.128799
455000,0.134063
456000,0.150622
457000,0.154793
458000,0.179628
459000,0.263451
460000,0.224888
461000,0.130346
462000,0.167942
463000,0.171465
464000,0.129397
465000,0.201904
466000,0.164156
467000,0.144759
468000,0.130795
469000,0.156003
470000,0.125469
471000,0.128497
472000,0.136509
473000,0.132160
474000,0.128230
475000,0.129359
476000,0.145404
477000,0.303629
478000,0.293367
479000,0.297533
480000,0.268907
481000,0.288066
482000,0.317322
483000,0.166057
484000,0.142119
485000,0.134682
486000,0.129162
487000,0.147734
488000,0.194193
489000,0.280181
490000,0.205079
491000,0.293070
492000,0.257408
493000,0.153549
494000,0.347886
495000,0.148087
496000,0.274171
497000,0.314713
498000,0.224578
499000,0.281467
500000,0.194552
